@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string

@data

jenk-commit,5,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0314,251,28,25,3,0,89.285714,10.714286,0,0.761364,0.141452,0.310364,33.103648,66.360619,25.425517,13.687104,11.738413,0.908054,0.488825,0.419229,16.958358,0.605656,1933.901124,0.888889,8,0.105263,2,0.894737,17,0.111111,1,0.8,0.888889,0.842105,0.947368,0.892857,0.109231,0.890769,0.107143,0.898016,0.892857,0.894229,0.947368,18.396,0.002,17.952208,0.001867,481675,309310,60219,?
jenk-commit,5,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0315,251,28,23,5,0,82.142857,17.857143,0,0.545455,0.173528,0.4014,41.869063,88.806807,24.188289,42.160165,-17.971876,0.863867,1.50572,-0.641853,13.17672,0.470597,1494.342861,0.625,5,0.1,2,0.9,18,0.375,3,0.714286,0.625,0.666667,0.79375,0.821429,0.296429,0.703571,0.178571,0.816327,0.821429,0.817654,0.79375,18.429,0.002,18.071825,0.001816,481675,309310,60219,?
jenk-commit,5,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0315,251,28,24,4,0,85.714286,14.285714,0,0.588235,0.155364,0.363362,37.486389,80.391203,24.188289,21.672227,2.516062,0.863867,0.774008,0.089859,14.565039,0.52018,1651.789113,0.5,4,0,0,1,20,0.5,4,1,0.5,0.666667,0.9125,0.857143,0.357143,0.642857,0.142857,0.880952,0.857143,0.839827,0.9125,18.418,0.002,17.974581,0.00185,481675,309310,60219,?
jenk-commit,5,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0315,251,28,21,7,0,75,25,0,0.363636,0.249689,0.487441,60.245118,107.84276,24.188289,66.684944,-42.496655,0.863867,2.381605,-1.517738,8.464686,0.30231,959.961519,0.5,4,0.15,3,0.85,17,0.5,4,0.571429,0.5,0.533333,0.71875,0.75,0.4,0.6,0.25,0.741497,0.75,0.744715,0.71875,18.349,0.001,17.992225,0.001873,481675,309310,60219,?
jenk-commit,5,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0316,251,28,24,4,0,85.714286,14.285714,0,0.65,0.140551,0.36023,33.91219,79.698244,24.188289,43.326023,-19.137734,0.863867,1.547358,-0.68349,15.298408,0.546372,1734.958892,0.75,6,0.1,2,0.9,18,0.25,2,0.75,0.75,0.75,0.7875,0.857143,0.207143,0.792857,0.142857,0.857143,0.857143,0.857143,0.7875,18.392,0.001,17.94678,0.0018,481675,309310,60219,?
jenk-commit,5,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0316,251,28,21,7,0,75,25,0,0.409639,0.249201,0.463216,60.1274,102.483074,24.188289,41.422579,-17.23429,0.863867,1.479378,-0.61551,8.685217,0.310186,984.97139,0.625,5,0.2,4,0.8,16,0.375,3,0.555556,0.625,0.588235,0.85625,0.75,0.325,0.675,0.25,0.760234,0.75,0.754148,0.85625,18.39,0.002,18.032684,0.001874,481675,309310,60219,?
jenk-commit,5,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0316,251,28,22,6,0,78.571429,21.428571,0,0.475,0.24683,0.436939,59.555283,96.66948,24.188289,35.938578,-11.750289,0.863867,1.283521,-0.419653,8.726517,0.311661,989.655111,0.625,5,0.15,3,0.85,17,0.375,3,0.625,0.625,0.625,0.8,0.785714,0.310714,0.689286,0.214286,0.785714,0.785714,0.785714,0.8,18.47,0.002,18.027094,0.001865,481675,309310,60219,?
jenk-commit,5,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0316,252,27,23,4,0,85.185185,14.814815,0,0.644737,0.132989,0.337471,31.800441,73.904356,23.672131,28.597619,-4.925487,0.876746,1.059171,-0.182425,15.354225,0.568675,1744.151665,0.75,6,0.105263,2,0.894737,17,0.25,2,0.75,0.75,0.75,0.868421,0.851852,0.207115,0.792885,0.148148,0.851852,0.851852,0.851852,0.868421,18.448,0.002,18.088127,0.001829,481675,310427,59102,?
jenk-commit,6,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0317,251,28,24,4,0,85.714286,14.285714,0,0.652174,0.145368,0.365477,34.01997,78.144676,25.425517,43.912392,-18.486875,0.908054,1.5683,-0.660246,16.27437,0.581228,1855.90043,0.666667,6,0.052632,1,0.947368,18,0.333333,3,0.857143,0.666667,0.75,0.830409,0.857143,0.243108,0.756892,0.142857,0.857143,0.857143,0.851786,0.830409,18.418,0.002,17.970468,0.001888,481675,309310,60219,?
jenk-commit,6,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0317,251,28,21,7,0,75,25,0,0.371795,0.240985,0.469646,56.39696,100.417627,25.425517,62.713052,-37.287536,0.908054,2.239752,-1.331698,10.045619,0.358772,1145.584586,0.444444,4,0.105263,2,0.894737,17,0.555556,5,0.666667,0.444444,0.533333,0.795322,0.75,0.410819,0.589181,0.25,0.738636,0.75,0.734146,0.795322,18.397,0.002,18.044202,0.001896,481675,309310,60219,?
jenk-commit,6,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0317,251,28,25,3,0,89.285714,10.714286,0,0.761364,0.123224,0.296626,28.837827,63.423349,25.425517,12.903589,12.521928,0.908054,0.460842,0.447212,17.837871,0.637067,2034.1993,0.888889,8,0.105263,2,0.894737,17,0.111111,1,0.8,0.888889,0.842105,0.953216,0.892857,0.109231,0.890769,0.107143,0.898016,0.892857,0.894229,0.953216,18.482,0.002,18.037039,0.001854,481675,309310,60219,?
jenk-commit,6,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0318,251,28,22,6,0,78.571429,21.428571,0,0.511628,0.210812,0.429073,50.864821,94.929171,24.188289,49.880191,-25.691902,0.863867,1.781435,-0.917568,10.941173,0.390756,1240.814372,0.75,6,0.2,4,0.8,16,0.25,2,0.6,0.75,0.666667,0.78125,0.785714,0.235714,0.764286,0.214286,0.806349,0.785714,0.79198,0.78125,18.36,0.002,17.99905,0.001833,481675,309310,60219,?
jenk-commit,6,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0318,251,28,23,5,0,82.142857,17.857143,0,0.461538,0.186682,0.420047,45.042693,92.932303,24.188289,59.033413,-34.845124,0.863867,2.108336,-1.244469,12.593328,0.449762,1428.18174,0.375,3,0,0,1,20,0.625,5,1,0.375,0.545455,0.675,0.821429,0.446429,0.553571,0.178571,0.857143,0.821429,0.790765,0.675,18.473,0.002,18.030444,0.001848,481675,309310,60219,?
jenk-commit,6,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0318,251,28,18,10,0,64.285714,35.714286,0,0.125,0.315901,0.528144,76.220909,116.847954,24.188289,73.026005,-48.837716,0.863867,2.608072,-1.744204,3.780213,0.135008,428.705678,0.375,3,0.25,5,0.75,15,0.625,5,0.375,0.375,0.375,0.65625,0.642857,0.517857,0.482143,0.357143,0.642857,0.642857,0.642857,0.65625,18.4,0.002,18.044757,0.001815,481675,309310,60219,?
jenk-commit,6,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0319,251,28,21,7,0,75,25,0,0.246154,0.237717,0.454301,57.35647,100.510709,24.188289,42.995079,-18.80679,0.863867,1.535539,-0.671671,9.234011,0.329786,1047.208881,0.25,2,0.05,1,0.95,19,0.75,6,0.666667,0.25,0.363636,0.775,0.75,0.55,0.45,0.25,0.733333,0.75,0.707071,0.775,19.829,0.002,19.32612,0.002732,481675,309310,60219,?
jenk-commit,6,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0319,251,28,23,5,0,82.142857,17.857143,0,0.545455,0.191178,0.421987,46.127526,93.361497,24.188289,62.781377,-38.593088,0.863867,2.242192,-1.378325,12.368061,0.441716,1402.63463,0.625,5,0.1,2,0.9,18,0.375,3,0.714286,0.625,0.666667,0.69375,0.821429,0.296429,0.703571,0.178571,0.816327,0.821429,0.817654,0.69375,19.991,0.002,19.476738,0.001955,481675,309310,60219,?
jenk-commit,6,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0319,251,28,21,7,0,75,25,0,0.309859,0.25814,0.497633,62.284119,110.097738,24.188289,63.167793,-38.979504,0.863867,2.255993,-1.392125,8.085936,0.288783,917.00829,0.375,3,0.1,2,0.9,18,0.625,5,0.6,0.375,0.461538,0.63125,0.75,0.475,0.525,0.25,0.730435,0.75,0.729875,0.63125,19.939,0.002,19.425635,0.001929,481675,309310,60219,?
jenk-commit,6,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.032,252,27,22,5,0,81.481481,18.518519,0,0.501845,0.22103,0.434592,52.853038,95.173196,23.672131,36.55021,-12.878079,0.876746,1.353711,-0.476966,10.577443,0.391757,1201.536686,0.5,4,0.052632,1,0.947368,18,0.5,4,0.8,0.5,0.615385,0.809211,0.814815,0.367446,0.632554,0.185185,0.812795,0.814815,0.800222,0.809211,20.003,0.003,19.496164,0.003164,481675,310427,59102,?
jenk-commit,7,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.032,251,28,21,7,0,75,25,0,0.328767,0.228117,0.431838,53.385544,92.333694,25.425517,36.236738,-10.811221,0.908054,1.294169,-0.386115,10.995131,0.392683,1253.865275,0.333333,3,0.052632,1,0.947368,18,0.666667,6,0.75,0.333333,0.461538,0.877193,0.75,0.469298,0.530702,0.25,0.75,0.75,0.716458,0.877193,19.985,0.002,19.472753,0.001983,481675,309310,60219,?
jenk-commit,7,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.032,251,28,24,4,0,85.714286,14.285714,0,0.690608,0.140244,0.3313,32.820781,70.837133,25.425517,18.319658,7.105859,0.908054,0.654273,0.253781,16.52714,0.590255,1884.725833,0.888889,8,0.157895,3,0.842105,16,0.111111,1,0.727273,0.888889,0.8,0.888889,0.857143,0.126149,0.873851,0.142857,0.872422,0.857143,0.860317,0.888889,20.026,0.002,19.513262,0.001873,481675,309310,60219,?
jenk-commit,7,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0321,251,28,19,9,0,67.857143,32.142857,0,0.192308,0.304566,0.538395,71.276762,115.117321,25.425517,75.47155,-50.046033,0.908054,2.695412,-1.787358,5.838256,0.208509,665.784418,0.333333,3,0.157895,3,0.842105,16,0.666667,6,0.5,0.333333,0.4,0.672515,0.678571,0.503133,0.496867,0.321429,0.654221,0.678571,0.658188,0.672515,19.85,0.002,19.445088,0.001821,481675,309310,60219,?
jenk-commit,7,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0321,251,28,22,6,0,78.571429,21.428571,0,0.475,0.204921,0.43187,49.443444,95.547989,24.188289,40.332354,-16.144065,0.863867,1.440441,-0.576574,11.119826,0.397137,1261.075042,0.625,5,0.15,3,0.85,17,0.375,3,0.625,0.625,0.625,0.75,0.785714,0.310714,0.689286,0.214286,0.785714,0.785714,0.785714,0.75,19.942,0.002,19.437546,0.002026,481675,309310,60219,?
jenk-commit,7,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0321,251,28,22,6,0,78.571429,21.428571,0,0.432432,0.228877,0.434959,55.223566,96.23157,24.188289,42.279992,-18.091703,0.863867,1.51,-0.646132,9.716496,0.347018,1101.926447,0.5,4,0.1,2,0.9,18,0.5,4,0.666667,0.5,0.571429,0.7875,0.785714,0.385714,0.614286,0.214286,0.774892,0.785714,0.77551,0.7875,19.679,0.002,19.172413,0.001904,481675,309310,60219,?
jenk-commit,7,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0322,251,28,23,5,0,82.142857,17.857143,0,0.507042,0.203059,0.414494,48.994299,91.70381,24.188289,51.355041,-27.166752,0.863867,1.834109,-0.970241,11.759941,0.419998,1333.669106,0.5,4,0.05,1,0.95,19,0.5,4,0.8,0.5,0.615385,0.7875,0.821429,0.371429,0.628571,0.178571,0.818634,0.821429,0.807053,0.7875,18.49,0.002,18.048755,0.001792,481675,309310,60219,?
jenk-commit,7,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0322,251,28,23,5,0,82.142857,17.857143,0,0.545455,0.197111,0.400204,47.55902,88.542142,24.188289,39.181095,-14.992806,0.863867,1.399325,-0.535457,11.928158,0.426006,1352.74627,0.625,5,0.1,2,0.9,18,0.375,3,0.714286,0.625,0.666667,0.7625,0.821429,0.296429,0.703571,0.178571,0.816327,0.821429,0.817654,0.7625,18.4,0.002,18.046691,0.001839,481675,309310,60219,?
jenk-commit,7,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0322,251,28,22,6,0,78.571429,21.428571,0,0.382353,0.186659,0.403955,45.037143,89.372049,24.188289,32.982728,-8.794439,0.863867,1.177955,-0.314087,12.257396,0.437764,1390.084362,0.375,3,0.05,1,0.95,19,0.625,5,0.75,0.375,0.5,0.8625,0.785714,0.460714,0.539286,0.214286,0.779762,0.785714,0.75974,0.8625,18.575,0.002,18.124553,0.001898,481675,309310,60219,?
jenk-commit,7,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0323,251,28,24,4,0,85.714286,14.285714,0,0.621622,0.154634,0.376544,37.310178,83.307559,24.188289,34.746852,-10.558563,0.863867,1.240959,-0.377092,14.680486,0.524303,1664.881649,0.625,5,0.05,1,0.95,19,0.375,3,0.833333,0.625,0.714286,0.81875,0.857143,0.282143,0.717857,0.142857,0.854978,0.857143,0.85034,0.81875,19.328,0.002,18.925796,0.001867,481675,309310,60219,?
jenk-commit,7,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0323,252,27,18,9,0,66.666667,33.333333,0,0.228571,0.329725,0.560733,78.844335,122.797406,23.672131,71.029173,-47.357042,0.876746,2.63071,-1.753965,3.537567,0.131021,401.847253,0.5,4,0.263158,5,0.736842,14,0.5,4,0.444444,0.5,0.470588,0.776316,0.666667,0.429825,0.570175,0.333333,0.679012,0.666667,0.671966,0.776316,18.704,0.004,18.253817,0.003228,481675,310427,59102,?
jenk-commit,8,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0323,251,28,21,7,0,75,25,0,0.309859,0.244555,0.462646,59.006406,102.356921,24.188289,44.680496,-20.492208,0.863867,1.595732,-0.731865,8.415046,0.300537,954.33189,0.375,3,0.1,2,0.9,18,0.625,5,0.6,0.375,0.461538,0.7625,0.75,0.475,0.525,0.25,0.730435,0.75,0.729875,0.7625,19.859,0.001,19.359209,0.001833,481675,309310,60219,?
jenk-commit,8,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0324,251,28,25,3,0,89.285714,10.714286,0,0.704225,0.117614,0.327739,28.377878,72.509919,24.188289,32.029043,-7.840754,0.863867,1.143894,-0.280027,17.005228,0.60733,1928.525612,0.625,5,0,0,1,20,0.375,3,1,0.625,0.769231,0.8125,0.892857,0.267857,0.732143,0.107143,0.906832,0.892857,0.884232,0.8125,20.497,0.002,19.955507,0.001903,481675,309310,60219,?
jenk-commit,8,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0324,251,28,23,5,0,82.142857,17.857143,0,0.545455,0.201548,0.413122,48.629653,91.400302,24.188289,55.103079,-30.91479,0.863867,1.967967,-1.1041,11.78524,0.420901,1336.538236,0.625,5,0.1,2,0.9,18,0.375,3,0.714286,0.625,0.666667,0.825,0.821429,0.296429,0.703571,0.178571,0.816327,0.821429,0.817654,0.825,20.055,0.002,19.54374,0.001859,481675,309310,60219,?
jenk-commit,8,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0324,251,28,24,4,0,85.714286,14.285714,0,0.65,0.152891,0.376404,36.889615,83.276724,24.188289,42.185491,-17.997202,0.863867,1.506625,-0.642757,14.705213,0.525186,1667.685945,0.75,6,0.1,2,0.9,18,0.25,2,0.75,0.75,0.75,0.78125,0.857143,0.207143,0.792857,0.142857,0.857143,0.857143,0.857143,0.78125,19.895,0.002,19.390078,0.001943,481675,309310,60219,?
jenk-commit,8,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0325,251,28,22,6,0,78.571429,21.428571,0,0.432432,0.209423,0.424777,50.529816,93.978685,24.188289,43.772278,-19.583989,0.863867,1.563296,-0.699428,10.944606,0.390879,1241.203747,0.5,4,0.1,2,0.9,18,0.5,4,0.666667,0.5,0.571429,0.7375,0.785714,0.385714,0.614286,0.214286,0.774892,0.785714,0.77551,0.7375,19.814,0.001,19.390974,0.001849,481675,309310,60219,?
jenk-commit,8,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0325,251,28,23,5,0,82.142857,17.857143,0,0.545455,0.209479,0.421038,50.543316,93.151517,24.188289,37.745626,-13.557337,0.863867,1.348058,-0.484191,11.256866,0.402031,1276.616459,0.625,5,0.1,2,0.9,18,0.375,3,0.714286,0.625,0.666667,0.79375,0.821429,0.296429,0.703571,0.178571,0.816327,0.821429,0.817654,0.79375,19.895,0.002,19.381161,0.001993,481675,309310,60219,?
jenk-commit,8,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0325,251,28,21,7,0,75,25,0,0.409639,0.266686,0.491947,62.411842,105.186,25.425517,76.862224,-51.436708,0.908054,2.745079,-1.837025,8.750759,0.312527,997.921085,0.555556,5,0.157895,3,0.842105,16,0.444444,4,0.625,0.555556,0.588235,0.678363,0.75,0.352339,0.647661,0.25,0.74375,0.75,0.745852,0.678363,19.961,0.002,19.458232,0.002031,481675,309310,60219,?
jenk-commit,8,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0326,251,28,19,9,0,67.857143,32.142857,0,0.136986,0.306108,0.53804,71.637548,115.041437,25.425517,78.105506,-52.679989,0.908054,2.789482,-1.881428,5.772748,0.20617,658.313948,0.222222,2,0.105263,2,0.894737,17,0.777778,7,0.5,0.222222,0.307692,0.701754,0.678571,0.561612,0.438388,0.321429,0.641369,0.678571,0.635446,0.701754,20.123,0.002,19.60904,0.002179,481675,309310,60219,?
jenk-commit,8,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0326,251,28,21,7,0,75,25,0,0.443182,0.249286,0.486452,58.339561,104.01109,25.425517,59.024838,-33.599321,0.908054,2.10803,-1.199976,9.641255,0.344331,1099.471638,0.666667,6,0.210526,4,0.789474,15,0.333333,3,0.6,0.666667,0.631579,0.789474,0.75,0.29386,0.70614,0.25,0.758333,0.75,0.753201,0.789474,19.881,0.002,19.369819,0.001882,481675,309310,60219,?
jenk-commit,8,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0326,252,27,22,5,0,81.481481,18.518519,0,0.457831,0.199658,0.431099,47.74253,94.408322,23.672131,55.946311,-32.27418,0.876746,2.072086,-1.19534,11.648299,0.431418,1323.179783,0.375,3,0,0,1,19,0.625,5,1,0.375,0.545455,0.842105,0.814815,0.439815,0.560185,0.185185,0.853395,0.814815,0.783494,0.842105,19.937,0.002,19.424441,0.002122,481675,310427,59102,?
jenk-commit,9,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0327,251,28,22,6,0,78.571429,21.428571,0,0.475,0.206077,0.436691,49.722445,96.614737,24.188289,40.601762,-16.413473,0.863867,1.450063,-0.586195,11.093856,0.396209,1258.129817,0.625,5,0.15,3,0.85,17,0.375,3,0.625,0.625,0.625,0.83125,0.785714,0.310714,0.689286,0.214286,0.785714,0.785714,0.785714,0.83125,20.828,0.002,20.250696,0.002027,481675,309310,60219,?
jenk-commit,9,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0327,251,28,23,5,0,82.142857,17.857143,0,0.545455,0.235009,0.433934,56.703091,96.004727,24.188289,33.561902,-9.373613,0.863867,1.198639,-0.334772,10.016889,0.357746,1135.993427,0.625,5,0.1,2,0.9,18,0.375,3,0.714286,0.625,0.666667,0.83125,0.821429,0.296429,0.703571,0.178571,0.816327,0.821429,0.817654,0.83125,20.139,0.002,19.633231,0.001848,481675,309310,60219,?
jenk-commit,9,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0327,251,28,23,5,0,82.142857,17.857143,0,0.461538,0.191234,0.413784,46.141068,91.546649,24.188289,32.078123,-7.889834,0.863867,1.145647,-0.28178,12.307156,0.439541,1395.727514,0.375,3,0,0,1,20,0.625,5,1,0.375,0.545455,0.9,0.821429,0.446429,0.553571,0.178571,0.857143,0.821429,0.790765,0.9,19.971,0.001,19.457899,0.001857,481675,309310,60219,?
jenk-commit,9,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0328,251,28,22,6,0,78.571429,21.428571,0,0.382353,0.232206,0.466803,56.026891,103.276686,24.188289,81.26919,-57.080901,0.863867,2.902471,-2.038604,9.868627,0.352451,1119.179355,0.375,3,0.05,1,0.95,19,0.625,5,0.75,0.375,0.5,0.6625,0.785714,0.460714,0.539286,0.214286,0.779762,0.785714,0.75974,0.6625,19.96,0.002,19.456859,0.002021,481675,309310,60219,?
jenk-commit,9,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0328,251,28,26,2,0,92.857143,7.142857,0,0.825,0.086969,0.270238,20.98392,59.788149,24.188289,22.70965,1.478639,0.863867,0.811059,0.052809,19.014036,0.679073,2156.340114,0.875,7,0.05,1,0.95,19,0.125,1,0.875,0.875,0.875,0.89375,0.928571,0.103571,0.896429,0.071429,0.928571,0.928571,0.928571,0.89375,19.803,0.002,19.385052,0.001846,481675,309310,60219,?
jenk-commit,9,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0328,251,28,24,4,0,85.714286,14.285714,0,0.674419,0.200493,0.382775,48.375129,84.686125,24.188289,36.242206,-12.053917,0.863867,1.294364,-0.430497,12.218622,0.436379,1385.687153,0.875,7,0.15,3,0.85,17,0.125,1,0.7,0.875,0.777778,0.83125,0.857143,0.132143,0.867857,0.142857,0.874603,0.857143,0.86132,0.83125,19.806,0.003,19.30401,0.003438,481675,309310,60219,?
jenk-commit,9,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0329,251,28,20,8,0,71.428571,28.571429,0,0.258278,0.29274,0.482129,68.509067,103.086625,25.425517,56.081612,-30.656095,0.908054,2.002915,-1.094861,7.448824,0.266029,849.450691,0.333333,3,0.105263,2,0.894737,17,0.666667,6,0.6,0.333333,0.428571,0.795322,0.714286,0.486216,0.513784,0.285714,0.69441,0.714286,0.687075,0.795322,20.013,0.002,19.517267,0.002025,481675,309310,60219,?
jenk-commit,9,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0329,251,28,20,8,0,71.428571,28.571429,0,0.345029,0.262971,0.490759,61.542452,104.931878,25.425517,51.588995,-26.163478,0.908054,1.842464,-0.93441,8.472327,0.302583,966.169137,0.555556,5,0.210526,4,0.789474,15,0.444444,4,0.555556,0.555556,0.555556,0.748538,0.714286,0.369256,0.630744,0.285714,0.714286,0.714286,0.714286,0.748538,19.851,0.003,19.340822,0.002205,481675,309310,60219,?
jenk-commit,9,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.5 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130821.0329,251,28,21,7,0,75,25,0,0.371795,0.211509,0.413059,49.498776,88.318444,25.425517,26.171674,-0.746157,0.908054,0.934703,-0.026648,12.012926,0.429033,1369.932814,0.444444,4,0.105263,2,0.894737,17,0.555556,5,0.666667,0.444444,0.533333,0.906433,0.75,0.410819,0.589181,0.25,0.738636,0.75,0.734146,0.906433,19.979,0.003,19.46877,0.002349,481675,309310,60219,?
