@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string

@data

vold-commit,6,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,134,14,12,2,0,85.714286,14.285714,0,0.658537,0.151431,0.363745,40.955237,87.781981,10.673197,11.936808,-1.263612,0.762371,0.852629,-0.090258,5.829055,0.416361,690.316307,1,3,0.181818,2,0.818182,9,0,0,0.6,1,0.75,0.909091,0.857143,0.038961,0.961039,0.142857,0.914286,0.857143,0.867857,0.909091,0.363,0,0.361012,0.000243,85462,164738,41258,?
vold-commit,6,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,134,14,11,3,0,78.571429,21.428571,0,0.432432,0.201916,0.420407,50.585386,92.960576,12.106218,24.166441,-12.060223,0.86473,1.726174,-0.861445,5.35782,0.382701,642.605659,0.5,2,0.1,1,0.9,9,0.5,2,0.666667,0.5,0.571429,0.775,0.785714,0.385714,0.614286,0.214286,0.774892,0.785714,0.77551,0.775,0.366,0,0.364598,0.000249,85462,164738,41258,?
vold-commit,7,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,13,2,0,86.666667,13.333333,0,0.705882,0.162517,0.295967,41.552605,66.927953,12.549611,5.379166,7.170445,0.836641,0.358611,0.47803,7.088698,0.47258,847.281053,1,4,0.181818,2,0.818182,9,0,0,0.666667,1,0.8,0.909091,0.866667,0.048485,0.951515,0.133333,0.911111,0.866667,0.873333,0.909091,0.369,0,0.366537,0.000261,85462,163709,42287,?
vold-commit,7,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,13,2,0,86.666667,13.333333,0,0.659091,0.180096,0.354369,46.047388,80.134753,12.549611,9.243176,3.306436,0.836641,0.616212,0.220429,6.695847,0.44639,800.325295,0.75,3,0.090909,1,0.909091,10,0.25,1,0.75,0.75,0.75,0.909091,0.866667,0.207576,0.792424,0.133333,0.866667,0.866667,0.866667,0.909091,0.366,0,0.36399,0.000269,85462,163709,42287,?
vold-commit,7,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,12,3,0,80,20,0,0.587156,0.245707,0.427981,62.822886,96.78084,12.549611,13.347326,-0.797715,0.836641,0.889822,-0.053181,4.388632,0.292575,524.553973,1,4,0.272727,3,0.727273,8,0,0,0.571429,1,0.727273,0.75,0.8,0.072727,0.927273,0.2,0.885714,0.8,0.811483,0.75,0.361,0.002,0.359963,0.0003,85462,163709,42287,?
vold-commit,7,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,10,5,0,66.666667,33.333333,0,0.210526,0.37937,0.587019,96.997918,132.74466,12.549611,34.877163,-22.327551,0.836641,2.325144,-1.488503,-0.862678,-0.057512,-103.112153,0.5,2,0.272727,3,0.727273,8,0.5,2,0.4,0.5,0.444444,0.522727,0.666667,0.439394,0.560606,0.333333,0.693333,0.666667,0.677249,0.522727,0.363,0,0.36133,0.000264,85462,163709,42287,?
vold-commit,7,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,7,8,0,46.666667,53.333333,0,-0.363636,0.528819,0.698686,135.20943,157.996398,12.549611,47.505561,-34.95595,0.836641,3.167037,-2.330397,-6.408616,-0.427241,-765.993733,0,0,0.363636,4,0.636364,7,1,4,0,0,0,0.386364,0.466667,0.830303,0.169697,0.533333,0.466667,0.466667,0.466667,0.386364,0.365,0,0.363714,0.000264,85462,163709,42287,?
vold-commit,7,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,9,6,0,60,40,0,0.307692,0.370396,0.557393,94.703572,126.045124,12.549611,24.107293,-11.557682,0.836641,1.607153,-0.770512,-0.822981,-0.054865,-98.367263,1,4,0.545455,6,0.454545,5,0,0,0.4,1,0.571429,0.727273,0.6,0.145455,0.854545,0.4,0.84,0.6,0.610714,0.727273,0.36,0.001,0.358526,0.000262,85462,163709,42287,?
vold-commit,7,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,10,5,0,66.666667,33.333333,0,0.074074,0.344918,0.558298,88.189186,126.24988,12.549611,27.762519,-15.212908,0.836641,1.850835,-1.014194,0.502512,0.033501,60.063086,0.25,1,0.181818,2,0.818182,9,0.75,3,0.333333,0.25,0.285714,0.75,0.666667,0.598485,0.401515,0.333333,0.638889,0.666667,0.650104,0.75,0.363,0.001,0.36183,0.000263,85462,163709,42287,?
vold-commit,7,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,10,5,0,66.666667,33.333333,0,-0.119403,0.317276,0.548797,81.121752,124.101368,12.549611,30.329939,-17.780327,0.836641,2.021996,-1.185355,1.16233,0.077489,138.928176,0,0,0.090909,1,0.909091,10,1,4,0,0,0,0.772727,0.666667,0.757576,0.242424,0.333333,0.52381,0.666667,0.586667,0.772727,0.358,0,0.356573,0.000265,85462,163709,42287,?
vold-commit,7,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,134,14,10,4,0,71.428571,28.571429,0,0.151515,0.306805,0.532634,82.976847,128.539674,10.673197,28.250817,-17.57762,0.762371,2.017915,-1.255544,0.76613,0.054724,90.730356,0.333333,1,0.181818,2,0.818182,9,0.666667,2,0.333333,0.333333,0.333333,0.727273,0.714286,0.562771,0.437229,0.285714,0.714286,0.714286,0.714286,0.727273,0.458,0,0.369082,0.000243,85462,164738,41258,?
vold-commit,7,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,134,14,11,3,0,78.571429,21.428571,0,0.511628,0.237071,0.434552,59.392489,96.088441,12.106218,12.036769,0.069449,0.86473,0.859769,0.004961,4.300795,0.3072,515.828217,0.75,3,0.2,2,0.8,8,0.25,1,0.6,0.75,0.666667,0.9,0.785714,0.235714,0.764286,0.214286,0.806349,0.785714,0.79198,0.9,0.368,0,0.366557,0.00025,85462,164738,41258,?
vold-commit,8,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,12,3,0,80,20,0,0.444444,0.213787,0.433188,54.661478,97.958427,12.549611,15.533486,-2.983875,0.836641,1.035566,-0.198925,5.184947,0.345663,619.734028,0.5,2,0.090909,1,0.909091,10,0.5,2,0.666667,0.5,0.571429,0.886364,0.8,0.390909,0.609091,0.2,0.788889,0.8,0.790062,0.886364,0.367,0,0.365404,0.000271,85462,163709,42287,?
vold-commit,8,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,11,4,0,73.333333,26.666667,0,0.411765,0.259791,0.433354,66.423762,97.995932,12.549611,14.107159,-1.557548,0.836641,0.940477,-0.103837,3.380547,0.22537,404.06197,0.75,3,0.272727,3,0.727273,8,0.25,1,0.5,0.75,0.6,0.840909,0.733333,0.256061,0.743939,0.266667,0.785185,0.733333,0.746667,0.840909,0.371,0,0.370009,0.000294,85462,163709,42287,?
vold-commit,8,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,11,4,0,73.333333,26.666667,0,0.189189,0.258337,0.447165,66.052152,101.118943,12.549611,13.246663,-0.697051,0.836641,0.883111,-0.04647,3.518896,0.234593,420.598174,0.25,1,0.090909,1,0.909091,10,0.75,3,0.5,0.25,0.333333,0.909091,0.733333,0.574242,0.425758,0.266667,0.697436,0.733333,0.7,0.909091,0.368,0.001,0.367013,0.000259,85462,163709,42287,?
vold-commit,8,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,12,3,0,80,20,0,0.444444,0.203246,0.444119,51.9662,100.430275,12.549611,29.183211,-16.633599,0.836641,1.945547,-1.108907,5.414867,0.360991,647.215312,0.5,2,0.090909,1,0.909091,10,0.5,2,0.666667,0.5,0.571429,0.704545,0.8,0.390909,0.609091,0.2,0.788889,0.8,0.790062,0.704545,0.366,0.001,0.364689,0.000269,85462,163709,42287,?
vold-commit,8,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,9,6,0,60,40,0,0.224138,0.349038,0.51959,89.242543,117.496736,12.549611,18.069548,-5.519937,0.836641,1.204637,-0.367996,-0.26459,-0.017639,-31.625271,0.75,3,0.454545,5,0.545455,6,0.25,1,0.375,0.75,0.5,0.863636,0.6,0.304545,0.695455,0.4,0.728571,0.6,0.622222,0.863636,0.364,0.001,0.362889,0.000282,85462,163709,42287,?
vold-commit,8,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,13,2,0,86.666667,13.333333,0,0.594595,0.150082,0.355931,38.373187,80.487927,12.549611,10.845607,1.704004,0.836641,0.72304,0.1136,7.473849,0.498257,893.316434,0.5,2,0,0,1,11,0.5,2,1,0.5,0.666667,0.886364,0.866667,0.366667,0.633333,0.133333,0.887179,0.866667,0.85,0.886364,0.397,0,0.394446,0.000302,85462,163709,42287,?
vold-commit,8,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,11,4,0,73.333333,26.666667,0,0.318182,0.255198,0.474566,65.249551,107.315382,12.549611,16.906639,-4.357028,0.836641,1.127109,-0.290469,3.409065,0.227271,407.470579,0.5,2,0.181818,2,0.818182,9,0.5,2,0.5,0.5,0.5,0.840909,0.733333,0.415152,0.584848,0.266667,0.733333,0.733333,0.733333,0.840909,0.382,0,0.380205,0.000269,85462,163709,42287,?
vold-commit,8,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,9,6,0,60,40,0,-0.022727,0.370267,0.563873,94.670486,127.510539,12.549611,28.684953,-16.135341,0.836641,1.91233,-1.075689,-0.368254,-0.02455,-44.015795,0.25,1,0.272727,3,0.727273,8,0.75,3,0.25,0.25,0.25,0.659091,0.6,0.622727,0.377273,0.4,0.6,0.6,0.6,0.659091,0.378,0,0.375525,0.000276,85462,163709,42287,?
vold-commit,8,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,134,14,9,5,0,64.285714,35.714286,0,0.285714,0.279979,0.462147,70.142156,102.190079,12.106218,12.962677,-0.856459,0.86473,0.925906,-0.061176,2.634542,0.188182,315.981447,0.75,3,0.4,4,0.6,6,0.25,1,0.428571,0.75,0.545455,0.85,0.642857,0.292857,0.707143,0.357143,0.734694,0.642857,0.660046,0.85,0.482,0,0.389745,0.000249,85462,164738,41258,?
vold-commit,8,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,134,14,11,3,0,78.571429,21.428571,0,0.533333,0.221239,0.401696,59.834972,96.9406,10.673197,13.215592,-2.542395,0.762371,0.943971,-0.1816,3.6736,0.2624,435.052752,1,3,0.272727,3,0.727273,8,0,0,0.5,1,0.666667,0.848485,0.785714,0.058442,0.941558,0.214286,0.892857,0.785714,0.804511,0.848485,0.387,0.001,0.385913,0.00033,85462,164738,41258,?
vold-commit,9,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,9,6,0,60,40,0,-0.216216,0.369057,0.587861,94.361047,132.935126,12.549611,45.360962,-32.811351,0.836641,3.024064,-2.187423,-0.63705,-0.04247,-76.143786,0,0,0.181818,2,0.818182,9,1,4,0,0,0,0.613636,0.6,0.781818,0.218182,0.4,0.507692,0.6,0.55,0.613636,0.38,0,0.377581,0.000263,85462,163709,42287,?
vold-commit,9,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,11,4,0,73.333333,26.666667,0,0.189189,0.325161,0.519555,83.13782,117.488844,12.549611,23.124916,-10.575305,0.836641,1.541661,-0.70502,1.194208,0.079614,142.738389,0.25,1,0.090909,1,0.909091,10,0.75,3,0.5,0.25,0.333333,0.613636,0.733333,0.574242,0.425758,0.266667,0.697436,0.733333,0.7,0.613636,0.412,0.001,0.410688,0.000279,85462,163709,42287,?
vold-commit,9,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,10,5,0,66.666667,33.333333,0,0.074074,0.338323,0.566845,86.503061,128.182737,12.549611,38.441894,-25.892282,0.836641,2.562793,-1.726152,0.658796,0.04392,78.743023,0.25,1,0.181818,2,0.818182,9,0.75,3,0.333333,0.25,0.285714,0.613636,0.666667,0.598485,0.401515,0.333333,0.638889,0.666667,0.650104,0.613636,0.382,0,0.380133,0.000275,85462,163709,42287,?
vold-commit,9,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,9,6,0,60,40,0,0.117647,0.422348,0.605179,107.98671,136.851263,12.549611,38.814163,-26.264552,0.836641,2.587611,-1.75097,-2.135094,-0.14234,-255.198472,0.5,2,0.363636,4,0.636364,7,0.5,2,0.333333,0.5,0.4,0.568182,0.6,0.463636,0.536364,0.4,0.659259,0.6,0.62,0.568182,0.38,0,0.377651,0.000276,85462,163709,42287,?
vold-commit,9,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,10,5,0,66.666667,33.333333,0,0.311927,0.306499,0.525685,78.366165,118.874961,12.549611,25.118571,-12.56896,0.836641,1.674571,-0.837931,1.464072,0.097605,174.99415,0.75,3,0.363636,4,0.636364,7,0.25,1,0.428571,0.75,0.545455,0.840909,0.666667,0.280303,0.719697,0.333333,0.755952,0.666667,0.685805,0.840909,0.376,0,0.374155,0.000265,85462,163709,42287,?
vold-commit,9,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,13,2,0,86.666667,13.333333,0,0.659091,0.17275,0.369456,44.169034,83.546296,12.549611,13.492772,-0.94316,0.836641,0.899518,-0.062877,6.904286,0.460286,825.239032,0.75,3,0.090909,1,0.909091,10,0.25,1,0.75,0.75,0.75,0.818182,0.866667,0.207576,0.792424,0.133333,0.866667,0.866667,0.866667,0.818182,0.368,0,0.366166,0.000288,85462,163709,42287,?
vold-commit,9,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,10,5,0,66.666667,33.333333,0,0.074074,0.31382,0.528435,80.23795,119.496889,12.549611,25.343887,-12.794276,0.836641,1.689592,-0.852952,1.340213,0.089348,160.189773,0.25,1,0.181818,2,0.818182,9,0.75,3,0.333333,0.25,0.285714,0.659091,0.666667,0.598485,0.401515,0.333333,0.638889,0.666667,0.650104,0.659091,0.378,0,0.376319,0.000274,85462,163709,42287,?
vold-commit,9,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,12,3,0,80,20,0,0.444444,0.214289,0.435671,54.789763,98.519921,12.549611,16.458822,-3.909211,0.836641,1.097255,-0.260614,5.173436,0.344896,618.358087,0.5,2,0.090909,1,0.909091,10,0.5,2,0.666667,0.5,0.571429,0.909091,0.8,0.390909,0.609091,0.2,0.788889,0.8,0.790062,0.909091,0.383,0,0.380818,0.00027,85462,163709,42287,?
vold-commit,9,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,134,14,13,1,0,92.857143,7.142857,0,0.758621,0.106823,0.279688,28.890747,67.49665,10.673197,5.436279,5.236918,0.762371,0.388306,0.374066,7.441649,0.531546,881.290761,0.666667,2,0,0,1,11,0.333333,1,1,0.666667,0.8,1,0.928571,0.261905,0.738095,0.071429,0.934524,0.928571,0.922981,1,0.374,0,0.372069,0.000255,85462,164738,41258,?
vold-commit,9,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,134,14,10,4,0,71.428571,28.571429,0,0.3,0.337239,0.541022,84.487345,119.631047,12.106218,31.251611,-19.145393,0.86473,2.232258,-1.367528,1.221186,0.087228,146.466445,0.5,2,0.2,2,0.8,8,0.5,2,0.5,0.5,0.5,0.525,0.714286,0.414286,0.585714,0.285714,0.714286,0.714286,0.714286,0.525,0.458,0.001,0.367599,0.000271,85462,164738,41258,?
vold-commit,10,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,12,3,0,80,20,0,0.526316,0.213106,0.418387,54.487332,94.611219,12.549611,16.163109,-3.613498,0.836641,1.077541,-0.2409,5.195401,0.34636,620.983519,0.75,3,0.181818,2,0.818182,9,0.25,1,0.6,0.75,0.666667,0.863636,0.8,0.231818,0.768182,0.2,0.82,0.8,0.806349,0.863636,0.374,0,0.372593,0.000268,85462,163709,42287,?
vold-commit,10,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,10,5,0,66.666667,33.333333,0,-0.119403,0.350312,0.554493,89.568434,125.389477,12.549611,25.134139,-12.584528,0.836641,1.675609,-0.838969,0.400089,0.026673,47.820857,0,0,0.090909,1,0.909091,10,1,4,0,0,0,0.636364,0.666667,0.757576,0.242424,0.333333,0.52381,0.666667,0.586667,0.636364,0.367,0,0.365994,0.000273,85462,163709,42287,?
vold-commit,10,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,10,5,0,66.666667,33.333333,0,0.074074,0.340994,0.566533,87.185922,128.112052,12.549611,30.2069,-17.657289,0.836641,2.013793,-1.177153,0.601405,0.040094,71.883283,0.25,1,0.181818,2,0.818182,9,0.75,3,0.333333,0.25,0.285714,0.681818,0.666667,0.598485,0.401515,0.333333,0.638889,0.666667,0.650104,0.681818,0.369,0,0.367391,0.00027,85462,163709,42287,?
vold-commit,10,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,11,4,0,73.333333,26.666667,0,0.189189,0.288344,0.500064,73.72437,113.081276,12.549611,20.851351,-8.30174,0.836641,1.39009,-0.553449,2.360104,0.15734,282.092902,0.25,1,0.090909,1,0.909091,10,0.75,3,0.5,0.25,0.333333,0.772727,0.733333,0.574242,0.425758,0.266667,0.697436,0.733333,0.7,0.772727,0.363,0.001,0.361918,0.000264,85462,163709,42287,?
vold-commit,10,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,12,3,0,80,20,0,0.526316,0.260205,0.463885,66.529649,104.899905,12.549611,22.555352,-10.005741,0.836641,1.50369,-0.667049,3.758484,0.250566,449.235165,0.75,3,0.181818,2,0.818182,9,0.25,1,0.6,0.75,0.666667,0.772727,0.8,0.231818,0.768182,0.2,0.82,0.8,0.806349,0.772727,0.365,0,0.363843,0.000275,85462,163709,42287,?
vold-commit,10,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,10,5,0,66.666667,33.333333,0,0.074074,0.364458,0.542483,93.185342,122.67353,12.549611,25.190411,-12.6408,0.836641,1.679361,-0.84272,-0.08031,-0.005354,-9.599132,0.25,1,0.181818,2,0.818182,9,0.75,3,0.333333,0.25,0.285714,0.636364,0.666667,0.598485,0.401515,0.333333,0.638889,0.666667,0.650104,0.636364,0.358,0,0.356595,0.000264,85462,163709,42287,?
vold-commit,10,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,13,2,0,86.666667,13.333333,0,0.594595,0.177237,0.383017,45.316201,86.61288,12.549611,15.842436,-3.292825,0.836641,1.056162,-0.219522,6.30114,0.420076,753.147606,0.5,2,0,0,1,11,0.5,2,1,0.5,0.666667,0.840909,0.866667,0.366667,0.633333,0.133333,0.887179,0.866667,0.85,0.840909,0.361,0,0.359723,0.000276,85462,163709,42287,?
vold-commit,10,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,133,15,9,6,0,60,40,0,0.224138,0.398322,0.60963,101.843576,137.857734,12.549611,34.561072,-22.011461,0.836641,2.304071,-1.467431,-1.531458,-0.102097,-183.04848,0.75,3,0.454545,5,0.545455,6,0.25,1,0.375,0.75,0.5,0.613636,0.6,0.304545,0.695455,0.4,0.728571,0.6,0.622222,0.613636,0.364,0,0.362129,0.000272,85462,163709,42287,?
vold-commit,10,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,134,14,9,5,0,64.285714,35.714286,0,0.222222,0.366856,0.573895,99.217968,138.497228,10.673197,26.581948,-15.908752,0.762371,1.898711,-1.136339,-1.303041,-0.093074,-154.314962,0.666667,2,0.363636,4,0.636364,7,0.333333,1,0.333333,0.666667,0.444444,0.636364,0.642857,0.339827,0.660173,0.357143,0.758929,0.642857,0.674185,0.636364,0.362,0.001,0.360609,0.00025,85462,164738,41258,?
vold-commit,10,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,134,14,12,2,0,85.714286,14.285714,0,0.588235,0.152213,0.372567,38.133355,82.382135,12.106218,12.433174,-0.326956,0.86473,0.888084,-0.023354,7.193319,0.513808,862.751442,0.5,2,0,0,1,10,0.5,2,1,0.5,0.666667,0.9,0.857143,0.357143,0.642857,0.142857,0.880952,0.857143,0.839827,0.9,0.361,0.001,0.360038,0.00025,85462,164738,41258,?
jenk-commit,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,251,28,23,5,0,82.142857,17.857143,0,0.545455,0.183611,0.356748,44.30185,78.927861,24.188289,16.754198,7.434091,0.863867,0.598364,0.265503,12.897003,0.460607,1462.620762,0.625,5,0.1,2,0.9,18,0.375,3,0.714286,0.625,0.666667,0.84375,0.821429,0.296429,0.703571,0.178571,0.816327,0.821429,0.817654,0.84375,0.745,0,0.742059,0.000619,91465,309310,60219,?
jenk-commit,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,251,28,23,5,0,82.142857,17.857143,0,0.545455,0.233133,0.398004,56.250509,88.05541,24.188289,21.676934,2.511355,0.863867,0.774176,0.089691,10.015007,0.357679,1135.779938,0.625,5,0.1,2,0.9,18,0.375,3,0.714286,0.625,0.666667,0.89375,0.821429,0.296429,0.703571,0.178571,0.816327,0.821429,0.817654,0.89375,0.74,0.002,0.736652,0.000574,91465,309310,60219,?
jenk-commit,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,251,28,19,9,0,67.857143,32.142857,0,0.112676,0.341114,0.550799,82.304233,121.86018,24.188289,51.268268,-27.079979,0.863867,1.83101,-0.967142,2.98859,0.106735,338.929469,0.25,2,0.15,3,0.85,17,0.75,6,0.4,0.25,0.307692,0.5625,0.678571,0.578571,0.421429,0.321429,0.642236,0.678571,0.652696,0.5625,0.737,0.001,0.734896,0.000532,91465,309310,60219,?
jenk-commit,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,251,28,21,7,0,75,25,0,0.363636,0.256787,0.447307,61.957678,98.96334,24.188289,26.535871,-2.347582,0.863867,0.94771,-0.083842,8.268597,0.295307,937.72346,0.5,4,0.15,3,0.85,17,0.5,4,0.571429,0.5,0.533333,0.79375,0.75,0.4,0.6,0.25,0.741497,0.75,0.744715,0.79375,0.743,0.002,0.740707,0.0006,91465,309310,60219,?
jenk-commit,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,251,28,24,4,0,85.714286,14.285714,0,0.621622,0.207579,0.362421,50.084721,80.18289,24.188289,21.981061,2.207228,0.863867,0.785038,0.07883,12.222507,0.436518,1386.12768,0.625,5,0.05,1,0.95,19,0.375,3,0.833333,0.625,0.714286,0.83125,0.857143,0.282143,0.717857,0.142857,0.854978,0.857143,0.85034,0.83125,0.746,0,0.742745,0.000532,91465,309310,60219,?
jenk-commit,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H o',-5990607817048210779,20130822.0113,251,28,25,3,0,89.285714,10.714286,0,0.704225,0.138241,0.30316,33.354786,67.071974,24.188289,12.442162,11.746127,0.863867,0.444363,0.419505,16.152791,0.576885,1831.852632,0.625,5,0,0,1,20,0.375,3,1,0.625,0.769231,1,0.892857,0.267857,0.732143,0.107143,0.906832,0.892857,0.884232,1,0.825,0.001,0.735043,0.000539,91465,309310,60219,?
